file,relative_path,defect_type,y_true,true_status,anomaly_score,threshold,y_pred,pred_status,correct
000.png,test/good/000.png,good,0,normal,0.00036132784,0.00078632194,0,normal,True
001.png,test/good/001.png,good,0,normal,0.00036388708,0.00078632194,0,normal,True
002.png,test/good/002.png,good,0,normal,0.00036417186,0.00078632194,0,normal,True
003.png,test/good/003.png,good,0,normal,0.00027656578,0.00078632194,0,normal,True
004.png,test/good/004.png,good,0,normal,0.00039617717,0.00078632194,0,normal,True
005.png,test/good/005.png,good,0,normal,0.0005587888,0.00078632194,0,normal,True
006.png,test/good/006.png,good,0,normal,0.00033025784,0.00078632194,0,normal,True
007.png,test/good/007.png,good,0,normal,0.00040548676,0.00078632194,0,normal,True
008.png,test/good/008.png,good,0,normal,0.0002582749,0.00078632194,0,normal,True
009.png,test/good/009.png,good,0,normal,0.00037385762,0.00078632194,0,normal,True
010.png,test/good/010.png,good,0,normal,0.0003672287,0.00078632194,0,normal,True
011.png,test/good/011.png,good,0,normal,0.00034617563,0.00078632194,0,normal,True
012.png,test/good/012.png,good,0,normal,0.00029034866,0.00078632194,0,normal,True
013.png,test/good/013.png,good,0,normal,0.00038788613,0.00078632194,0,normal,True
014.png,test/good/014.png,good,0,normal,0.00040889162,0.00078632194,0,normal,True
015.png,test/good/015.png,good,0,normal,0.00034208005,0.00078632194,0,normal,True
016.png,test/good/016.png,good,0,normal,0.00027735526,0.00078632194,0,normal,True
017.png,test/good/017.png,good,0,normal,0.0002046034,0.00078632194,0,normal,True
018.png,test/good/018.png,good,0,normal,0.00045628863,0.00078632194,0,normal,True
019.png,test/good/019.png,good,0,normal,0.00041432015,0.00078632194,0,normal,True
020.png,test/good/020.png,good,0,normal,0.00035535454,0.00078632194,0,normal,True
021.png,test/good/021.png,good,0,normal,0.0002843524,0.00078632194,0,normal,True
022.png,test/good/022.png,good,0,normal,0.00048104074,0.00078632194,0,normal,True
023.png,test/good/023.png,good,0,normal,0.0003369074,0.00078632194,0,normal,True
024.png,test/good/024.png,good,0,normal,0.0003658117,0.00078632194,0,normal,True
025.png,test/good/025.png,good,0,normal,0.00045434132,0.00078632194,0,normal,True
026.png,test/good/026.png,good,0,normal,0.0004085403,0.00078632194,0,normal,True
027.png,test/good/027.png,good,0,normal,0.0002958525,0.00078632194,0,normal,True
028.png,test/good/028.png,good,0,normal,0.0006204919,0.00078632194,0,normal,True
029.png,test/good/029.png,good,0,normal,0.00046187252,0.00078632194,0,normal,True
030.png,test/good/030.png,good,0,normal,0.0003383407,0.00078632194,0,normal,True
031.png,test/good/031.png,good,0,normal,0.00029864037,0.00078632194,0,normal,True
032.png,test/good/032.png,good,0,normal,0.00042015026,0.00078632194,0,normal,True
033.png,test/good/033.png,good,0,normal,0.0002491293,0.00078632194,0,normal,True
034.png,test/good/034.png,good,0,normal,0.00022767052,0.00078632194,0,normal,True
035.png,test/good/035.png,good,0,normal,0.00036575398,0.00078632194,0,normal,True
036.png,test/good/036.png,good,0,normal,0.0004587237,0.00078632194,0,normal,True
037.png,test/good/037.png,good,0,normal,0.00038422184,0.00078632194,0,normal,True
038.png,test/good/038.png,good,0,normal,0.00032545117,0.00078632194,0,normal,True
039.png,test/good/039.png,good,0,normal,0.0003698775,0.00078632194,0,normal,True
000.png,test/crack/000.png,crack,1,anomaly,0.0015531877,0.00078632194,1,anomaly,True
001.png,test/crack/001.png,crack,1,anomaly,0.0012551651,0.00078632194,1,anomaly,True
002.png,test/crack/002.png,crack,1,anomaly,0.0005277482,0.00078632194,0,normal,False
003.png,test/crack/003.png,crack,1,anomaly,0.00029446365,0.00078632194,0,normal,False
004.png,test/crack/004.png,crack,1,anomaly,0.0006276973,0.00078632194,0,normal,False
005.png,test/crack/005.png,crack,1,anomaly,0.00033351936,0.00078632194,0,normal,False
006.png,test/crack/006.png,crack,1,anomaly,0.000688073,0.00078632194,0,normal,False
007.png,test/crack/007.png,crack,1,anomaly,0.002551258,0.00078632194,1,anomaly,True
008.png,test/crack/008.png,crack,1,anomaly,0.0033131521,0.00078632194,1,anomaly,True
009.png,test/crack/009.png,crack,1,anomaly,0.0038359337,0.00078632194,1,anomaly,True
010.png,test/crack/010.png,crack,1,anomaly,0.004848238,0.00078632194,1,anomaly,True
011.png,test/crack/011.png,crack,1,anomaly,0.0016733923,0.00078632194,1,anomaly,True
012.png,test/crack/012.png,crack,1,anomaly,0.00046985527,0.00078632194,0,normal,False
013.png,test/crack/013.png,crack,1,anomaly,0.00035376148,0.00078632194,0,normal,False
014.png,test/crack/014.png,crack,1,anomaly,0.00036816183,0.00078632194,0,normal,False
015.png,test/crack/015.png,crack,1,anomaly,0.000999459,0.00078632194,1,anomaly,True
016.png,test/crack/016.png,crack,1,anomaly,0.0007920316,0.00078632194,1,anomaly,True
017.png,test/crack/017.png,crack,1,anomaly,0.0018222011,0.00078632194,1,anomaly,True
000.png,test/cut/000.png,cut,1,anomaly,0.00048522197,0.00078632194,0,normal,False
001.png,test/cut/001.png,cut,1,anomaly,0.0005463026,0.00078632194,0,normal,False
002.png,test/cut/002.png,cut,1,anomaly,0.00045049094,0.00078632194,0,normal,False
003.png,test/cut/003.png,cut,1,anomaly,0.00034966468,0.00078632194,0,normal,False
004.png,test/cut/004.png,cut,1,anomaly,0.00042340692,0.00078632194,0,normal,False
005.png,test/cut/005.png,cut,1,anomaly,0.00038014917,0.00078632194,0,normal,False
006.png,test/cut/006.png,cut,1,anomaly,0.00039940613,0.00078632194,0,normal,False
007.png,test/cut/007.png,cut,1,anomaly,0.00028042746,0.00078632194,0,normal,False
008.png,test/cut/008.png,cut,1,anomaly,0.00055245147,0.00078632194,0,normal,False
009.png,test/cut/009.png,cut,1,anomaly,0.000406967,0.00078632194,0,normal,False
010.png,test/cut/010.png,cut,1,anomaly,0.00037061964,0.00078632194,0,normal,False
011.png,test/cut/011.png,cut,1,anomaly,0.0004016237,0.00078632194,0,normal,False
012.png,test/cut/012.png,cut,1,anomaly,0.00057967834,0.00078632194,0,normal,False
013.png,test/cut/013.png,cut,1,anomaly,0.00043755374,0.00078632194,0,normal,False
014.png,test/cut/014.png,cut,1,anomaly,0.00031944417,0.00078632194,0,normal,False
015.png,test/cut/015.png,cut,1,anomaly,0.0007281954,0.00078632194,0,normal,False
016.png,test/cut/016.png,cut,1,anomaly,0.00048214197,0.00078632194,0,normal,False
000.png,test/hole/000.png,hole,1,anomaly,0.00083097105,0.00078632194,1,anomaly,True
001.png,test/hole/001.png,hole,1,anomaly,0.0004426007,0.00078632194,0,normal,False
002.png,test/hole/002.png,hole,1,anomaly,0.00059447536,0.00078632194,0,normal,False
003.png,test/hole/003.png,hole,1,anomaly,0.00048725153,0.00078632194,0,normal,False
004.png,test/hole/004.png,hole,1,anomaly,0.00057466666,0.00078632194,0,normal,False
005.png,test/hole/005.png,hole,1,anomaly,0.0004590191,0.00078632194,0,normal,False
006.png,test/hole/006.png,hole,1,anomaly,0.0006895932,0.00078632194,0,normal,False
007.png,test/hole/007.png,hole,1,anomaly,0.0005104289,0.00078632194,0,normal,False
008.png,test/hole/008.png,hole,1,anomaly,0.00045534625,0.00078632194,0,normal,False
009.png,test/hole/009.png,hole,1,anomaly,0.000609615,0.00078632194,0,normal,False
010.png,test/hole/010.png,hole,1,anomaly,0.00084409287,0.00078632194,1,anomaly,True
011.png,test/hole/011.png,hole,1,anomaly,0.0006256706,0.00078632194,0,normal,False
012.png,test/hole/012.png,hole,1,anomaly,0.0005942578,0.00078632194,0,normal,False
013.png,test/hole/013.png,hole,1,anomaly,0.0005358673,0.00078632194,0,normal,False
014.png,test/hole/014.png,hole,1,anomaly,0.00077623193,0.00078632194,0,normal,False
015.png,test/hole/015.png,hole,1,anomaly,0.00047336472,0.00078632194,0,normal,False
016.png,test/hole/016.png,hole,1,anomaly,0.00042264786,0.00078632194,0,normal,False
