file,y_true,pca_score,pca_pred,knn_score,knn_pred,svm_score,svm_pred
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000000.wav,0,0.033521056,0,6.322816276550293,0,-0.9546065667220205,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000001.wav,0,0.15158843,1,12.19491195678711,1,-0.6658597616489779,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000002.wav,0,0.036602776,0,7.632060909271241,0,-1.6357046174765664,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000003.wav,0,0.04207247,0,10.032593727111816,0,0.042525067595008625,1
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000004.wav,0,0.046545204,0,8.349281692504883,0,-0.33180779233654967,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000005.wav,0,0.06022704,0,7.771586322784424,0,-0.9612944657481037,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000006.wav,0,0.04347241,0,7.0692120552062985,0,-1.1382413101328979,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000007.wav,0,0.070060246,0,8.413916206359863,0,-0.9410711424138931,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000008.wav,0,0.048816584,0,6.875056266784668,0,-1.0736377280557763,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000009.wav,0,0.06812258,0,8.78960018157959,0,-0.809220227714798,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000010.wav,0,0.051305868,0,7.7364051818847654,0,-1.685644796543877,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000011.wav,0,0.07129224,0,8.15488405227661,0,-0.6498834448874877,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000012.wav,0,0.05332512,0,8.463578414916991,0,-0.9950334382413732,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000013.wav,0,0.04589951,0,8.45456838607788,0,-0.8753138903325874,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000014.wav,0,0.038100205,0,7.6051301002502445,0,-0.5267666827540038,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000015.wav,0,0.0651619,0,7.626660442352295,0,-0.780395629655458,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000016.wav,0,0.04336708,0,7.966381025314331,0,-0.24340104285137798,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000017.wav,0,0.044502445,0,6.824667930603027,0,-1.0524789168776731,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000018.wav,0,0.042758714,0,7.545240211486816,0,-0.4996088837956023,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000019.wav,0,0.06045477,0,9.870747566223145,0,-0.2771198199222793,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000020.wav,0,0.039977565,0,8.984909057617188,0,-1.0182993143362875,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000021.wav,0,0.0344592,0,6.812014102935791,0,-1.129750218142834,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000022.wav,0,0.07864935,1,9.651620483398437,0,-0.3918331532974335,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000023.wav,0,0.16769978,1,12.383023262023926,1,-0.1861763317939742,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000024.wav,0,0.044644766,0,7.684464073181152,0,-0.5289222966056073,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000025.wav,0,0.05740094,0,6.988313961029053,0,-0.7610210095786645,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000026.wav,0,0.07490102,0,11.22947063446045,0,-0.21199314928291102,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000027.wav,0,0.038653612,0,7.879592418670654,0,-0.48738605970531523,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000028.wav,0,0.052648842,0,8.26974401473999,0,-1.7632994733856515,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000029.wav,0,0.04827493,0,7.146685791015625,0,-1.3893393213871397,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000030.wav,0,0.05877172,0,8.921423149108886,0,-0.12093604875971486,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000031.wav,0,0.10103844,1,9.409254932403565,0,-0.9082626373317089,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000032.wav,0,0.056417003,0,7.038879013061523,0,-0.5315222881046209,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000033.wav,0,0.05577509,0,9.996108055114746,0,-1.4249591868991045,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000034.wav,0,0.0425392,0,7.50330228805542,0,-0.6913121092956436,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000035.wav,0,0.07414551,0,9.315170860290527,0,-0.9719877018035801,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000036.wav,0,0.044866346,0,7.6054229736328125,0,-0.5439625158824235,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000037.wav,0,0.04134097,0,7.759465217590332,0,-0.7099742419194648,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000038.wav,0,0.064312726,0,8.610859680175782,0,-0.5242065003655352,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000039.wav,0,0.059156865,0,9.64395523071289,0,-0.5425556302950447,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000040.wav,0,0.038828447,0,6.8412271499633786,0,-0.5364361327013727,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000041.wav,0,0.0791284,1,9.165370273590089,0,-0.39801252849817015,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000042.wav,0,0.043601025,0,8.374506950378418,0,-1.2216255401801321,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000043.wav,0,0.059272274,0,9.85520896911621,0,-0.7159848492404022,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000044.wav,0,0.07035775,0,9.264030838012696,0,-0.3928907015264178,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000045.wav,0,0.05718632,0,9.460581588745118,0,-0.9188564392566834,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000046.wav,0,0.04389027,0,7.142327880859375,0,-1.3966847844497652,0
/Users/jc/Dropbox/dplyr-tutorial-master/GSDS/lecture_jct/lecture_slides/data/hazelnut/soundData/ToyCar/test/normal_id_02_00000047.wav,0,0.05942657,0,8.416088676452636,0,-1.2920675240263835,0
